date,artist,song,pos,pos_prev,pos_peak,weeks
2013-08-24,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",Bubble Butt,56,83,56,9
2013-07-13,Kanye West,New Slaves,90,56,56,2
2013-10-19,Drake,Furthest Thing,84,56,56,2
2013-05-25,Young Jeezy Featuring 2 Chainz,R.I.P.,99,92,58,14
2013-12-28,Demi Lovato,Let It Go,58,58,58,3
2013-12-28,Danielle Bradbery,The Heart Of Dixie,97,0,58,3
2013-05-04,will.i.am Featuring Miley Cyrus,Fall Down,58,0,58,1
2013-06-29,Eric Church,Like Jesus Does,84,67,59,17
2013-12-28,The Band Perry,Don't Let Me Be Lonely,59,65,59,9
2014-12-06,Pharrell Williams,Happy,50,37,1,47
2014-12-13,Iggy Azalea Featuring Charli XCX,Fancy,44,48,1,39
2014-12-27,MAGIC!,Rude,43,42,1,34
2014-06-07,Michael Jackson,Billie Jean,14,0,1,25
2014-12-27,Meghan Trainor,All About That Bass,7,3,1,23
2014-12-27,Taylor Swift,Shake It Off,10,6,1,17
2014-12-27,Taylor Swift,Blank Space,1,1,1,7
2014-12-27,Sam Smith,Stay With Me,25,23,2,36
2014-11-01,Ariana Grande Featuring Iggy Azalea,Problem,44,40,2,25
2014-05-17,Beyonce Featuring Jay Z,Drunk In Love,51,42,2,20
2014-12-27,Nicki Minaj,Anaconda,55,55,2,19
2014-12-27,Hozier,Take Me To Church,2,2,2,18
2014-08-16,Jason Derulo Featuring 2 Chainz,Talk Dirty,42,42,3,33
2014-12-27,Tove Lo,Habits (Stay High),15,11,3,29
2014-12-27,Iggy Azalea Featuring Rita Ora,Black Widow,30,30,3,24
2014-12-27,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang,19,19,3,20
2014-12-27,Maroon 5,Animals,8,4,3,17
2014-12-27,Mark Ronson Featuring Bruno Mars,Uptown Funk!,3,5,3,5
2014-09-20,DJ Snake & Lil Jon,Turn Down For What,46,47,4,37
2014-11-29,Nico & Vinz,Am I Wrong,40,36,4,31
2014-12-13,Ariana Grande Featuring Zedd,Break Free,42,42,4,22
2014-12-27,Meghan Trainor,Lips Are Movin,4,8,4,8
2014-10-04,Jason Derulo Featuring Snoop Dogg,Wiggle,49,51,5,21
2014-12-27,Sam Smith,I'm Not The Only One,5,7,5,15
2014-12-27,Jeremih Featuring YG,Don't Tell 'Em,29,25,6,25
2014-11-29,Maroon 5,Maps,42,39,6,22
2014-12-27,Bobby Shmurda,Hot Boy,24,21,6,20
2014-12-27,Ed Sheeran,Thinking Out Loud,6,24,6,10
2014-12-27,Selena Gomez,The Heart Wants What It Wants,13,12,6,6
2014-11-15,Disclosure Featuring Sam Smith,Latch,45,43,7,33
2014-09-27,Calvin Harris,Summer,50,43,7,26
2014-12-27,Ariana Grande & The Weeknd,Love Me Harder,9,10,7,10
2014-12-27,Sia,Chandelier,34,31,8,32
2014-12-06,Charli XCX,Boom Clap,49,47,8,25
2014-08-09,Justin Timberlake,Not A Bad Thing,48,38,8,22
2014-12-27,Nick Jonas,Jealous,11,9,8,14
2014-10-04,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,Loyal,46,47,9,36
2014-12-27,Ed Sheeran,Don't,17,17,9,27
2014-09-27,Michael Jackson & Justin Timberlake,Love Never Felt So Good,88,81,9,20
2014-03-29,Soko,We Might Be Dead By Tomorrow,9,0,9,1
2014-12-27,Clean Bandit Featuring Jess Glynne,Rather Be,36,36,10,27
2014-11-08,Coldplay,A Sky Full Of Stars,44,37,10,26
2014-08-23,Paramore,Ain't It Fun,49,41,10,24
2014-12-06,Florida Georgia Line,Dirt,79,67,11,20
2014-12-27,Big Sean Featuring E-40,I Don't F**k With You,14,14,11,12
2014-12-06,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,Bailando,46,44,12,30
2014-12-20,Jason Aldean,Burnin' It Down,79,74,12,20
2014-12-27,I LOVE MAKONNEN Featuring Drake,Tuesday,16,16,12,12
2014-12-27,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,12,32,12,7
2014-12-27,James Newton Howard Featuring Jennifer Lawrence,The Hanging Tree,23,15,12,3
2014-12-27,Echosmith,Cool Kids,46,39,13,23
2014-09-06,Ed Sheeran,Sing,78,81,13,20
2014-12-27,One Direction,Steal My Girl,70,63,13,11
2014-12-27,Beyonce,7/11,20,13,13,3
2014-12-27,Jason Derulo,Trumpets,31,27,14,29
2014-08-30,MKTO,Classic,43,34,14,27
2014-08-09,Luke Bryan,Play It Again,55,57,14,20
2014-08-23,Rixton,Me And My Broken Heart,62,59,14,20
2014-12-27,Mr. Probz,Waves,18,18,14,17
2014-06-21,Coldplay,Magic,97,84,14,14
2014-01-04,Brenda Lee,Rockin' Around The Christmas Tree,50,0,14,12
2014-10-04,OneRepublic,Love Runs Out,61,54,15,20
2014-06-07,Shakira Featuring Rihanna,Can't Remember To Forget You,100,93,15,19
2014-12-27,Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,33,33,16,22
2014-11-01,Becky G,Shower,61,55,16,20
2014-11-29,5 Seconds Of Summer,Amnesia,72,67,16,20
2014-12-27,Rae Sremmurd,No Type,22,20,16,12
2014-05-24,The Chainsmokers,#SELFIE,95,79,16,11
2014-08-23,Katy Perry,Birthday,97,97,17,18
2014-07-05,Lana Del Rey,West Coast,100,0,17,2
2014-12-13,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,Booty,75,94,18,9
2014-11-08,Taylor Swift,Out Of The Woods,77,18,18,2
2014-07-19,Naughty Boy Featuring Sam Smith,La La La,77,70,19,20
2014-10-18,Miranda Lambert Duet With Carrie Underwood,Somethin' Bad,60,57,19,20
2014-12-27,Calvin Harris Featuring John Newman,Blame,21,22,19,14
2014-06-21,Brantley Gilbert,Bottoms Up,38,41,20,25
2014-08-16,Trey Songz,Na Na,49,45,21,28
2014-12-27,Fall Out Boy,Centuries,26,26,22,14
2014-12-13,Eminem Featuring Sia,Guts Over Fear,70,0,22,3
2014-06-14,Beyonce,Partition,46,44,23,21
2014-11-15,Kenny Chesney,American Kids,85,69,23,20
2014-12-27,Pitbull Featuring John Ryan,Fireball,88,72,23,19
2014-09-13,Pharrell Williams,Come Get It Bae,100,93,23,15
2014-11-01,Tinashe Featuring ScHoolboy Q,2 On,43,36,24,24
2014-08-30,5 Seconds Of Summer,She Looks So Perfect,74,86,24,20
2014-10-04,Nicki Minaj,Pills N Potions,89,73,24,18
2014-12-13,Katy Perry,This Is How We Do,95,91,24,18
2014-12-27,Carrie Underwood,Something In The Water,38,52,24,11
2014-07-19,Shawn Mendes,Life Of The Party,82,24,24,2
2014-08-02,5 Seconds Of Summer,Everything I Didn't Say,24,0,24,1
2014-08-23,Jake Owen,Beachin',67,68,26,20
2014-10-25,Lil Wayne Featuring Drake,Believe Me,87,81,26,20
2014-12-27,Pentatonix,"Mary, Did You Know?",48,38,26,4
2014-11-01,Jimmy Fallon Featuring will.i.am,EW!,89,26,26,2
2014-06-28,PSY Featuring Snoop Dogg,Hangover,26,0,26,1
2014-12-27,Chris Brown Featuring Usher & Rick Ross,New Flame,49,47,27,22
2014-10-11,Dierks Bentley,Drunk On A Plane,71,65,27,20
2014-12-27,Fergie,L.A.LOVE (la la),41,35,27,10
2014-12-27,O.T. Genasis,CoCo,27,28,27,4
2014-12-27,Iggy Azalea Featuring M0,Beg For It,28,29,28,8
2014-07-05,5 Seconds Of Summer,Kiss Me Kiss Me,28,0,28,1
2014-05-17,Ty Dolla $ign Featuring B.o.B,Paranoid,69,66,29,20
2014-05-31,Coldplay,Midnight,29,0,29,3
2014-11-29,Sam Hunt,Leave The Night On,48,38,30,21
2014-07-12,Pitbull Featuring G.R.L.,Wild Wild Love,99,93,30,18
2014-09-06,KONGOS,Come With Me Now,44,36,31,21
2014-07-05,Christina Perri,Human,95,84,31,20
2014-10-18,Lady Antebellum,Bartender,63,60,31,20
2014-12-27,One Direction,Night Changes,53,51,31,4
2014-12-27,Vance Joy,Riptide,32,37,32,25
2014-04-19,Bruno Mars,Young Girls,97,74,32,14
2014-09-13,Lee Brice,I Don't Dance,60,56,33,20
2014-11-15,T.I. Featuring Iggy Azalea,No Mediocre,68,56,33,20
2014-05-31,Jerrod Niemann,Drink To That All Night,71,65,34,20
2014-12-27,Lorde,Yellow Flicker Beat,86,59,34,6
2014-12-06,5 Seconds Of Summer,Good Girls,85,0,34,2
2014-12-27,Ed Sheeran,Make It Rain,56,34,34,2
2014-12-20,Drake,0 To 100 / The Catch Up,64,63,35,20
2014-07-12,Miranda Lambert,Automatic,97,92,35,19
2014-05-24,Blake Shelton,Doin' What She Likes,100,83,35,17
2014-12-27,Alesso Featuring Tove Lo,Heroes (We Could Be),35,49,35,11
2014-05-24,Demi Lovato,Neon Lights,61,48,36,20
2014-06-07,Eric Church,Give Me Back My Hometown,77,63,36,20
2014-12-27,Rae Sremmurd,No Flex Zone,66,66,36,20
2014-12-27,Usher Featuring Juicy J,I Don't Mind,37,45,37,4
2014-07-05,Ed Sheeran,Afire Love,37,0,37,1
2014-06-14,Rascal Flatts,Rewind,71,56,38,20
2014-11-01,ScHoolboy Q Featuring BJ The Chicago Kid,Studio,68,63,38,20
2014-08-30,Blake Shelton Featuring Gwen Sebastian,My Eyes,99,92,39,16
2014-12-27,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",Hold You Down,44,41,39,15
2014-12-20,Kendrick Lamar,i,96,80,39,11
2014-12-27,Tim McGraw,Shotgun Rider,39,43,39,11
2014-08-09,"""Weird Al"" Yankovic",Word Crimes,91,39,39,2
2014-12-20,Little Big Town,Day Drinking,82,66,40,20
2014-05-10,Dierks Bentley,I Hold On,91,79,40,19
2014-12-20,Matt McAndrew,The Blower's Daughter,40,0,40,1
2014-12-27,Milky Chance,Stolen Dance,42,44,41,21
2014-06-07,Thomas Rhett,Get Me Some Of That,51,46,41,20
2014-09-20,Joe Nichols,Yeah,82,76,41,20
2014-10-18,Tim McGraw Featuring Faith Hill,Meanwhile Back At Mama's,100,83,41,19
2014-06-14,Keith Urban,Cop Car,86,72,41,18
2014-12-27,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,***Flawless,75,67,41,12
2014-10-04,Dustin Lynch,"Where It's At (Yep, Yep)",48,42,42,20
2014-12-27,T.I. Featuring Young Thug,About The Money,50,53,42,19
2014-05-17,Dan + Shay,19 You + Me,91,68,42,18
2014-07-05,Jhene Aiko,The Worst,79,68,43,20
2014-09-13,Wiz Khalifa,We Dem Boyz,52,49,43,20
2014-12-13,Luke Bryan,Roller Coaster,100,93,43,20
2014-12-27,Blake Shelton,Neon Light,99,93,43,17
2014-11-01,Fifth Harmony,Bo$$,98,91,43,15
2014-12-27,Trey Songz Featuring Nicki Minaj,"Touchin, Lovin",47,46,43,15
2014-07-05,Brett Eldredge,Beat Of The Music,63,50,44,20
2014-05-24,Hunter Hayes,Invisible,77,86,44,12
2014-04-26,Romeo Santos Featuring Drake,Odio,100,99,45,11
2014-03-08,Beyonce,XO,90,83,45,10
2014-05-31,Eminem Featuring Nate Ruess,Headlights,45,0,45,8
2014-12-27,DeJ Loaf,Try Me,45,48,45,8
2014-01-04,Nat King Cole,The Christmas Song (Merry Christmas To You),45,0,45,6
2014-09-20,Maroon 5,It Was Always You,83,95,45,3
2014-06-07,Michael Jackson,Slave To The Rhythm,45,0,45,1
2014-07-26,"Future Featuring Pharrell, Pusha T & Casino",Move That Doh,90,81,46,18
2014-12-13,Gwen Stefani,Baby Don't Lie,98,83,46,6
2014-06-07,Young Thug,Stoner,97,76,47,15
2014-06-14,5 Seconds Of Summer,Don't Stop,93,81,47,3
2014-08-16,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,Or Nah,56,59,48,20
2014-09-13,Chris Young,Who I Am With You,98,95,48,19
2014-11-15,Taylor Swift,Welcome To New York,69,48,48,2
2014-07-19,Justin Moore,Lettin' The Night Roll,79,66,49,20
2014-09-06,KCamp Featuring 2 Chainz,Cut Her Off,83,87,49,20
2014-12-27,Keith Urban,Somewhere In My Car,65,58,49,16
2014-06-14,Austin Mahone Featuring Pitbull,Mmm Yeah,74,85,49,15
2014-09-06,Tiesto Featuring Matthew Koma,Wasted,94,90,49,12
2014-04-19,Kristen Bell & Santino Fontana,Love Is An Open Door,92,90,49,4
2014-09-13,Ariana Grande Featuring Big Sean,Best Mistake,94,0,49,2
2014-08-02,Young Money Featuring Drake,Trophies,85,82,50,20
2014-11-15,Cole Swindell,Hope You Get Lonely Tonight,98,87,50,20
2014-05-10,"Kristen Bell, Agatha Lee Monn & Katie Lopez",Do You Want To Build A Snowman?,84,74,51,18
2014-06-28,Neon Trees,Sleeping With A Friend,90,79,51,16
2014-11-08,Kiesza,Hideaway,86,0,51,14
2014-12-27,Eric Church,Talladega,51,60,51,8
2014-01-04,Tessanne Chin,I Have Nothing,51,0,51,1
2014-09-06,Ingrid Michaelson,Girls Chase Boys,52,59,52,20
2014-08-09,Tyler Farr,Whiskey In My Water,100,81,52,18
2014-05-10,Randy Houser,Goodnight Kiss,85,72,52,16
2014-12-27,Brad Paisley,Perfect Storm,52,57,52,10
2014-12-27,Ella Henderson,Ghost,57,62,52,7
2014-09-06,Shakira,Dare (La La La),100,0,53,11
2014-12-27,Imagine Dragons,I Bet My Life,63,68,53,6
2014-10-11,Jason Aldean,Tonight Looks Good On You,53,0,53,1
2014-08-09,YG Featuring Drake,Who Do You Love?,82,82,54,20
2014-09-27,Iggy Azalea,Work,85,78,54,20
2014-12-27,Maddie & Tae,Girl In A Country Song,62,54,54,19
2014-09-20,Brad Paisley,River Bank,97,73,54,18
2014-12-27,Blake Shelton Featuring Ashley Monroe,Lonely Tonight,54,95,54,2
2014-12-27,Colbie Caillat,Try,77,74,55,17
2014-06-21,Tiesto,Red Lights,96,76,56,13
2014-12-27,David Guetta Featuring Sam Martin,Dangerous,60,56,56,8
2014-12-06,Frankie Ballard,Sunshine & Whiskey,67,60,57,20
2014-05-17,Kristen Bell & Idina Menzel,For The First Time In Forever,98,82,57,19
2014-04-26,Cash Cash Featuring Bebe Rexha,Take Me Home,99,80,57,13
2015-12-26,Wiz Khalifa Featuring Charlie Puth,See You Again,41,39,1,40
2015-12-26,OMI,Cheerleader,43,46,1,34
2015-12-26,The Weeknd,The Hills,6,5,1,29
2015-12-26,The Weeknd,Can't Feel My Face,15,16,1,27
2015-12-26,Justin Bieber,What Do You Mean?,4,4,1,15
2015-12-26,Adele,Hello,1,1,1,7
2015-12-26,Fetty Wap,Trap Queen,27,28,2,47
2015-11-14,Maroon 5,Sugar,49,46,2,42
2015-12-26,Drake,Hotline Bling,3,3,2,19
2015-12-26,Justin Bieber,Sorry,2,2,2,7
2015-10-31,The Weeknd,Earned It (Fifty Shades Of Grey),48,47,3,43
2015-12-26,Silento,Watch Me,26,18,3,42
2015-09-12,Ellie Goulding,Love Me Like You Do,48,46,3,34
2015-12-26,One Direction,Drag Me Down,46,33,3,19
2015-12-26,Major Lazer & DJ Snake Featuring MO,Lean On,17,20,4,36
2015-12-26,Shawn Mendes,Stitches,7,6,4,29
2015-12-26,Fetty Wap Featuring Remy Boyz,679,11,11,4,24
2015-06-20,Rihanna & Kanye West & Paul McCartney,FourFiveSeconds,76,75,4,20
2015-12-26,Justin Bieber,Love Yourself,5,7,4,4
2015-11-21,Jason Derulo,Want To Want Me,50,47,5,35
2015-12-26,Selena Gomez Featuring A$AP Rocky,Good For You,40,38,5,25
2015-11-28,Rachel Platten,Fight Song,47,40,6,31
2015-12-26,R. City Featuring Adam Levine,Locked Away,33,25,6,21
2015-12-19,Fetty Wap Featuring Monty,My Way,43,35,7,22
2015-12-26,Ariana Grande,Focus,24,17,7,6
2015-12-26,Skrillex & Diplo With Justin Bieber,Where Are U Now,38,31,8,41
2015-09-19,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",Hey Mama,43,35,8,24
2015-12-26,Meghan Trainor Featuring John Legend,Like I'm Gonna Lose You,10,9,8,23
2015-07-04,Sam Smith,Lay Me Down,77,75,8,20
2015-12-26,Alessia Cara,Here,8,8,8,19
2015-10-10,Andy Grammer,"Honey, I'm Good.",48,38,9,31
2015-09-12,T-Wayne,Nasty Freestyle,58,52,9,20
2015-12-26,Selena Gomez,Same Old Love,9,10,9,13
2015-12-19,Ed Sheeran,Photograph,50,48,10,30
2015-08-01,Natalie La Rose Featuring Jeremih,Somebody,43,49,10,26
2015-12-26,Elle King,Ex's & Oh's,12,12,10,23
2015-12-26,One Direction,Perfect,32,27,10,8
2015-11-28,Demi Lovato,Cool For The Summer,81,72,11,20
2015-11-07,Fifth Harmony Featuring Kid Ink,Worth It,50,47,12,36
2015-09-05,Tove Lo,Talking Body,49,44,12,30
2015-12-26,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,76,67,12,16
2015-12-26,Drake & Future,Jumpman,14,15,12,12
2015-10-03,Omarion Featuring Chris Brown & Jhene Aiko,Post To Be,48,40,13,37
2015-08-29,DJ Snake & AlunaGeorge,You Know You Like It,43,40,13,21
2015-06-27,Nick Jonas,Chains,54,43,13,20
2015-07-11,Ariana Grande,One Last Time,63,59,13,20
2015-12-26,Ellie Goulding,On My Mind,13,13,13,12
2015-06-20,Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,65,60,14,20
2015-01-03,Matt McAndrew,Wasted Love,14,0,14,1
2015-09-12,Rihanna,B**** Better Have My Money,45,45,15,23
2015-12-26,iLoveMemphis,Hit The Quan,45,35,15,17
2015-06-27,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",All Day,93,91,15,15
2015-12-26,Travis Scott,Antidote,16,19,16,14
2015-12-26,X Ambassadors,Renegades,50,40,17,35
2015-08-15,Sia,Elastic Heart,44,41,17,30
2015-06-27,Zedd Featuring Selena Gomez,I Want You To Know,95,93,17,16
2015-08-15,Little Big Town,Girl Crush,42,36,18,24
2015-12-26,Justin Bieber,I'll Show You,51,34,19,6
2015-12-26,The Weeknd,In The Night,19,37,19,5
2015-08-22,Sam Hunt,Take Your Time,45,37,20,32
2015-12-26,Bryson Tiller,Don't,20,24,20,11
2015-12-12,Chris Stapleton,Tennessee Whiskey,80,66,20,4
2015-06-06,Chris Brown & Tyga,Ayo,59,51,21,20
2015-06-13,Kelly Clarkson,Heartbeat Song,72,71,21,20
2015-11-14,Charlie Puth Featuring Meghan Trainor,Marvin Gaye,61,54,21,20
2015-11-21,Meek Mill Featuring Chris Brown & Nicki Minaj,All Eyes On You,57,45,21,20
2015-12-26,Drake,Back To Back,66,73,21,19
2015-12-26,Demi Lovato,Confident,31,21,21,10
2015-12-26,Jordan Smith,Somebody To Love,21,0,21,1
2015-10-24,Fall Out Boy,Uma Thurman,43,37,22,27
2015-10-10,Jidenna Featuring Roman GianArthur,Classic Man,46,39,22,21
2015-12-26,Post Malone,White Iverson,23,22,22,14
2015-10-03,5 Seconds Of Summer,She's Kinda Hot,82,61,22,9
2015-12-26,Missy Elliott Featuring Pharrell Williams,WTF (Where They From),57,59,22,5
2015-12-26,Adele,When We Were Young,78,69,22,3
2015-08-22,Maroon 5,This Summer's Gonna Hurt...,93,73,23,13
2015-12-26,Thomas Rhett,Die A Happy Man,25,23,23,12
2015-11-07,Rich Homie Quan,Flex (Ooh Ooh Ooh),49,44,26,27
2015-08-22,Trey Songz,Slow Motion,49,39,26,26
2015-07-11,Drake,Energy,82,79,26,20
2015-10-17,Luke Bryan,Kick The Dust Up,99,83,26,20
2015-10-31,Sam Hunt,House Party,68,63,26,20
2015-12-19,Calvin Harris & Disciples,How Deep Is Your Love,55,52,27,20
2015-12-26,Future Featuring Drake,Where Ya At,35,29,28,21
2015-07-04,Big Sean Featuring Drake,Blessings,48,46,28,20
2015-12-26,twenty one pilots,Stressed Out,28,45,28,12
2015-07-11,Britney Spears & Iggy Azalea,Pretty Girls,97,81,29,8
2015-12-26,The Chainsmokers Featuring Rozes,Roses,29,36,29,8
2015-05-30,Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,44,36,30,20
2015-12-26,Luke Bryan,Strip It Down,80,75,30,19
2015-12-12,Hailee Steinfeld,Love Myself,93,84,30,16
2015-12-26,Tory Lanez,Say It,30,30,30,8
2015-12-05,Jordan Smith,Great Is Thy Faithfulness,30,0,30,1
2015-09-26,Nicki Minaj,The Night Is Still Young,100,98,31,17
2015-07-04,Mumford & Sons,Believe,94,91,31,15
2015-12-26,Justin Bieber Featuring Halsey,The Feeling,70,57,31,4
2015-07-18,George Ezra,Budapest,49,36,32,23
2015-12-26,Sam Hunt,Break Up In A Small Town,34,32,32,10
2015-12-19,Chris Young,I'm Comin' Over,44,41,33,23
2015-12-26,Fetty Wap,Again,42,42,33,18
2015-01-03,Craig Wayne Boyd,My Baby's Got A Smile On Her Face,34,0,34,1
2015-06-13,Zac Brown Band,Homegrown,67,67,35,20
2015-03-14,Kanye West Featuring Paul McCartney,Only One,92,74,35,8
2015-10-10,Thomas Rhett,Crash And Burn,62,53,36,20
2015-12-26,G-Eazy x Bebe Rexha,"Me, Myself & I",36,66,36,6
2015-06-06,Sawyer Fredericks,Please,37,0,37,1
2015-09-12,Blake Shelton,Sangria,81,82,38,20
2015-09-26,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",Rotten To The Core,80,80,38,6
2015-09-12,N.W.A,Straight Outta Compton,61,38,38,2
2015-06-06,Nicki Minaj Featuring Beyonce,Feeling Myself,39,0,39,20
2015-08-01,Carly Rae Jepsen,I Really Like You,93,92,39,20
2015-12-26,Coldplay,Adventure Of A Lifetime,39,54,39,5
2015-08-15,Echosmith,Bright,92,80,40,20
2015-11-07,Keith Urban,"John Cougar, John Deere, John 3:16",78,70,40,20
2015-10-03,Zac Brown Band,Loving You Easy,93,89,40,17
2015-09-05,Pitbull Featuring Chris Brown,Fun,96,74,40,15
2015-10-10,Meek Mill Featuring Drake,R.I.C.O.,100,84,40,13
2015-05-09,Panic! At The Disco,Hallelujah,40,0,40,1
2015-10-24,Chris Janson,Buy Me A Boat,75,73,41,20
2015-07-04,Bandit Gang Marco Featuring Dro,Nasty,99,88,41,9
2015-12-26,Justin Bieber,Mark My Words,90,80,42,4
2015-03-28,Empire Cast Featuring Estelle & Jussie Smollett,Conqueror,86,42,42,2
2015-09-12,Kid Ink Featuring DeJ Loaf,Be Real,72,63,43,20
2015-05-23,Cole Swindell,Ain't Worth The Whiskey,90,86,43,19
2015-12-26,Carrie Underwood,Smoke Break,83,71,43,16
2015-06-13,Ciara,I Bet,88,86,43,14
2015-10-10,Flo Rida Featuring Robin Thicke & Verdine White,"I Don't Like It, I Love It",97,64,43,14
2015-03-14,Prince Royce Featuring Snoop Dogg,Stuck On A Feeling,88,75,43,10
2015-12-26,Justin Bieber,Purpose,85,74,43,4
2015-08-01,Billy Currington,Don't It,82,87,44,20
2015-10-24,Jeremih Featuring J. Cole,Planez,49,51,44,20
2015-12-05,Old Dominion,Break Up With Him,64,53,44,20
2015-09-12,Brantley Gilbert,One Hell Of An Amen,95,91,44,18
2015-11-28,Nick Jonas,Levels,99,84,44,12
2015-08-15,Kelsea Ballerini,Love Me Like You Mean It,87,76,45,18
2015-12-26,DLOW,Do It Like Me,60,58,45,5
2015-08-22,Canaan Smith,Love You Like That,84,69,46,20
2015-12-26,Cam,Burning House,47,48,47,22
2015-07-25,A Thousand Horses,Smoke,94,92,47,20
2015-08-01,Carrie Underwood,Little Toy Guns,86,73,47,18
2015-12-26,DeJ Loaf Featuring Big Sean,Back Up,49,47,47,10
2015-04-04,Empire Cast Featuring Jussie Smollett & Yazz,You're So Beautiful,88,70,47,4
2015-10-03,The Weeknd Featuring Lana Del Rey,Prisoner,96,77,47,3
2015-06-20,Eminem,Phenomenal,47,0,47,1
2015-11-07,Brett Eldredge,Lose My Mind,67,57,48,20
2015-12-26,Daya,Hide Away,48,53,48,12
2015-12-26,Rudimental Featuring Ed Sheeran,Lay It All On Me,58,49,48,10
2015-11-07,Rae Sremmurd,This Could Be Us,72,77,49,20
2015-12-26,Justin Bieber Featuring Big Sean,No Pressure,96,88,49,4
2015-03-14,Common & John Legend,Glory,49,99,49,3
2015-05-02,Chris Young,Lonely Eyes,78,64,50,18
2015-09-12,Eazy-E,Boyz-N-The Hood,65,50,50,2
2015-09-05,Eric Church,Like A Wrecking Ball,54,53,51,22
2015-05-30,Tyler Farr,A Guy Walks Into A Bar,52,51,51,20
2015-12-26,Dan + Shay,Nothin' Like You,69,51,51,18
2015-10-03,Tori Kelly,Should've Been Us,91,68,51,10
2015-09-12,Lana Del Rey,High By The Beach,97,65,51,3
2015-03-07,Taylor Swift,Wonderland,51,0,51,1
2015-05-30,Dierks Bentley,Say You Do,80,66,52,18
2015-05-16,Drake,Legend,95,94,52,12
2015-12-26,Drake & Future,Big Rings,64,68,52,12
2015-12-26,Shawn Mendes & Camila Cabello,I Know What You Did Last Summer,52,64,52,4
2015-12-26,Gwen Stefani,Used To Love You,56,52,52,4
2015-07-18,Drake,Know Yourself,94,87,53,20
2015-11-28,Drake & Future,Diamonds Dancing,85,80,53,8
2015-12-26,Bryson Tiller,Exchange,53,60,53,7
2015-12-26,Justin Bieber,Company,95,83,53,4
2015-01-03,Chris Jamison,Velvet,53,0,53,1
2015-11-28,Kenny Chesney,Save It For A Rainy Day,83,75,54,17
2015-11-28,K Camp,Comfortable,82,77,54,15
2015-12-26,Blake Shelton,Gonna,54,56,54,13
2015-10-03,The Weeknd,Tell Your Friends,79,70,54,3
2015-12-19,Justin Bieber Featuring Travi$ Scott,No Sense,90,78,54,3
2015-10-17,One Direction,Infinity,85,54,54,2
2015-08-29,Future,Commas,95,86,55,20
2015-07-25,Tim McGraw With Catherine Dunn,Diamond Rings And Old Barstools,83,74,55,17
2015-10-03,Dustin Lynch,Hell Of A Night,80,65,55,16
2015-09-19,Frankie Ballard,Young & Crazy,90,71,55,15
2015-09-12,Michael Ray,Kiss You In The Morning,85,76,55,14
2015-05-09,Miranda Lambert,Little Red Wagon,69,72,55,11
2015-12-26,Flo Rida,My House,55,70,55,5
2015-10-31,Nicky Jam & Enrique Iglesias,El Perdon (Forgiveness),56,58,56,30
2015-08-08,Easton Corbin,Baby Be My Love Song,92,72,56,16
2015-07-11,Kenny Chesney With Grace Potter,Wild Child,89,67,56,15
2015-06-13,Keith Urban Featuring Eric Church,Raise 'Em Up,99,84,56,14
2015-12-26,Rae Sremmurd,Come Get Her,79,76,56,13
2015-11-28,Sia,Alive,75,0,56,2
2015-12-12,Fetty Wap,RGF Island,96,95,57,10
2015-04-18,J. Cole,Apparently,99,83,58,16
2015-05-23,Drake,10 Bands,100,92,58,13
2015-12-26,Drake,Right Hand,88,93,58,13
2015-06-13,Kendrick Lamar,King Kunta,98,90,58,11
2015-06-20,How I Became The Bomb,"Ulay, Oh",58,0,58,1
2015-12-19,Cole Swindell,Let Me See Ya Girl,99,90,59,18
2015-12-26,Brothers Osborne,Stay A Little Longer,59,65,59,10
2015-12-26,Chris Brown,Liquor,99,82,60,15
2015-05-23,Tori Kelly,Nobody Love,95,60,60,11
2015-10-03,The Weeknd,Acquainted,77,72,60,3
2015-10-31,Maddie & Tae,Fly,95,70,61,14
2015-06-20,Dillon Francis & DJ Snake,Get Low,100,0,61,9
2016-12-31,Sia Featuring Sean Paul,Cheap Thrills,41,26,1,44
2016-12-10,Desiigner,Panda,44,42,1,40
2016-10-15,Rihanna Featuring Drake,Work,45,41,1,36
2016-12-24,Drake Featuring WizKid & Kyla,One Dance,47,45,1,36
2016-12-31,Justin Timberlake,Can't Stop The Feeling!,39,32,1,32
2016-07-30,Zayn,Pillowtalk,48,38,1,24
