date,artist,song,pos,pos_prev,pos_peak,weeks
1995-12-30,All-4-One,I Can Love You Like That,48,39,5,29
1995-12-30,Groove Theory,Tell Me,18,15,5,19
1995-10-07,Michael Jackson & Janet Jackson,Scream/Childhood,89,81,5,17
1995-12-30,TLC,Diggin' On You,5,6,5,7
1995-12-30,Sophie B. Hawkins,As I Lay Me Down,20,19,6,31
1995-06-24,The Notorious B.I.G.,Big Poppa/Warning,49,46,6,24
1995-12-30,Hootie & The Blowfish,Only Wanna Be With You,23,20,6,22
1995-12-30,Madonna,You'll See,11,9,6,4
1995-11-18,MoKenStef,He's Mine,43,39,7,23
1995-12-30,Take That,Back For Good,19,18,7,21
1995-12-30,Monica,Before You Walk Out Of My Life/Like This And Like That,7,12,7,11
1995-12-30,Pearl Jam,I Got Id/Long Road,13,7,7,2
1995-12-30,Blues Traveler,Run-Around,36,30,8,41
1995-09-16,Blessid Union Of Souls,I Believe,49,47,8,31
1995-11-25,Luniz,I Got 5 On It,41,32,8,25
1995-12-30,Deep Blue Something,Breakfast At Tiffany's,8,10,8,20
1995-12-30,Goo Goo Dolls,Name,9,8,8,12
1995-12-30,Xscape,Who Can I Run To,28,23,8,12
1995-11-04,Hootie & The Blowfish,Let Her Cry,45,48,9,35
1995-07-22,2Pac,Dear Mama/Old School,64,53,9,20
1995-12-30,Brandy,Brokenhearted,63,56,9,17
1995-11-18,Jon B. Featuring Babyface,Someone To Love,49,43,10,30
1995-12-30,Del Amitri,Roll To Me,31,24,10,26
1995-12-30,Natalie Merchant,Carnival,29,21,10,22
1995-07-29,Dr. Dre,"Keep Their Heads Ringin' (From ""Friday"")",49,38,10,20
1995-12-30,The Beatles,Free As A Bird,10,0,10,1
1995-12-30,Everything But The Girl,Missing,12,14,12,21
1995-11-25,Prince,I Hate U,92,86,12,10
1995-10-14,Diana King,"Shy Guy (From ""Bad Boys"")",49,39,13,29
1995-10-28,Skee-Lo,I Wish,47,39,13,27
1995-07-22,Elton John,Believe,60,58,13,20
1995-08-19,Total Featuring The Notorious B.I.G.,"Can't You See (From ""New Jersey Drive"")",57,58,13,20
1995-12-02,Junior M.A.F.I.A.,Player's Anthem,95,88,13,20
1995-12-02,Redman/Method Man,"How High (From ""The Show"")",94,85,13,15
1995-12-30,Meat Loaf,I'd Lie For You (And That's The Truth),37,25,13,11
1995-10-21,Bon Jovi,This Ain't A Love Song,90,88,14,20
1995-10-28,Jodeci,Freek'n You,62,61,14,20
1995-12-30,Bone Thugs-N-Harmony,1st Of Tha Month,96,99,14,19
1995-06-17,Subway (Featuring 702),This Lil' Game We Play,57,54,15,20
1995-12-30,Ace Of Base,Beautiful Life,17,17,15,8
1995-12-30,Joan Osborne,One Of Us,15,16,15,4
1995-07-29,Jamie Walters,Hold On,41,39,16,27
1995-07-01,Melissa Etheridge,Like The Way I Do/If I Wanted To,66,56,16,20
1995-10-14,U2,"Hold Me, Thrill Me, Kiss Me, Kill Me",95,82,16,17
1995-10-28,Soul For Real,Every Little Thing I Do,50,40,17,26
1995-10-21,Naughty By Nature,Feel Me Flow,92,82,17,20
1995-06-03,K-Ci Hailey,If You Think You're Lonely Now,94,84,17,16
1995-12-30,The Rembrandts,I'll Be There For You/This House Is Not A Home,58,49,17,14
1995-12-30,Lisa Loeb & Nine Stories,Do You Sleep?,62,50,18,15
1995-08-05,Raphael Saadiq,"Ask Of You (From ""Higher Learning"")",83,80,19,20
1995-10-21,Real McCoy,Come And Get Your Love,69,63,19,20
1995-04-22,R.E.M.,Bang And Blame,100,91,19,14
1995-12-30,Collective Soul,December,45,38,20,34
1995-09-30,Soul Asylum,Misery,99,86,20,14
1995-07-08,Boyz II Men,Thank You,91,89,21,20
1995-11-18,Montell Jordan,Somethin' 4 Da Honeyz,98,89,21,15
1995-12-30,Kris Kross,Tonite's Tha Night,21,32,21,4
1995-07-08,Mary J. Blige,I'm Goin' Down,95,92,22,14
1995-12-30,Selena,Dreaming Of You,30,31,22,10
1995-12-30,Faith Evans,Soon As I Get Home,22,29,22,4
1995-07-29,Annie Lennox,"No More ""I Love You's""",45,47,23,21
1995-11-11,Faith Evans,You Used To Love Me,83,70,24,20
1995-12-30,3T,Anything,24,26,24,13
1995-07-22,Rednex,Cotton Eye Joe,92,88,25,20
1995-11-25,AZ,Sugar Hill,68,59,25,20
1995-12-30,Tim McGraw,"I Like It, I Love It",66,64,25,19
1995-12-30,Jon B,Pretty Girl,52,46,25,18
1995-12-30,The Smashing Pumpkins,Bullet With Butterfly Wings,26,28,25,8
1995-07-08,Firehouse,I Live My Life For You,79,80,26,20
1995-08-12,Da Brat,Give It 2 You,98,85,26,18
1995-06-10,Gloria Estefan,Everlasting Love,77,63,27,20
1995-11-11,D'Angelo,Brown Sugar,80,66,27,20
1995-12-30,Deborah Cox,Sentimental,85,74,27,17
1995-12-02,Michael Bolton,Can I Touch You...There?,91,91,27,14
1995-12-30,Hootie & The Blowfish,Time,27,27,27,8
1996-10-19,Celine Dion,"Because You Loved Me (From ""Up Close & Personal"")",47,45,1,33
1996-11-09,Mariah Carey,Always Be My Baby,48,44,1,32
1996-12-28,Toni Braxton,You're Makin' Me High/Let It Flow,30,26,1,30
1996-11-23,2Pac Featuring K-Ci And JoJo,How Do U Want It/California Love,47,43,1,24
1996-09-21,Bone Thugs-N-Harmony,Tha Crossroads,58,57,1,20
1996-12-28,BLACKstreet (Featuring Dr. Dre),No Diggity,4,3,1,12
1996-12-28,Toni Braxton,Un-Break My Heart,1,1,1,10
1996-12-28,Donna Lewis,I Love You Always Forever,18,15,2,28
1996-12-28,Keith Sweat,Twisted,23,21,2,28
1996-06-08,Mary J. Blige,"Not Gon' Cry (From ""Waiting To Exhale"")",61,41,2,20
1996-12-28,Celine Dion,It's All Coming Back To Me Now,8,7,2,20
1996-12-28,R. Kelly,"I Believe I Can Fly (From ""Space Jam"")",2,2,2,3
1996-12-28,Quad City DJ's,C'mon N' Ride It (The Train),46,41,3,42
1996-12-28,Tracy Chapman,Give Me One Reason,48,48,3,39
1996-12-28,LL Cool J,Loungin,43,42,3,26
1996-12-28,New Edition,Hit Me Off,87,87,3,18
1996-12-28,Keith Sweat Featuring Athena Cage,Nobody,5,5,3,13
1996-12-28,En Vogue,Don't Let Go (Love),3,4,3,8
1996-10-19,Alanis Morissette,Ironic,50,49,4,32
1996-07-13,R. Kelly Featuring Ronald Isley,Down Low (Nobody Has To Know),62,57,4,20
1996-12-28,Merril Bainbridge,Mouth,6,6,4,17
1996-12-28,No Mercy,Where Do You Go,13,12,5,26
1996-12-28,Eric Clapton,Change The World,25,24,5,24
1996-07-27,Coolio,"1, 2, 3, 4 (Sumpin' New)",50,50,5,21
1996-08-31,SWV,You're The One,76,65,5,20
1996-11-23,R. Kelly,I Can't Sleep Baby (If I),49,45,5,20
1996-12-28,Alanis Morissette,You Learn/You Oughta Know,37,33,6,23
1996-12-28,Ginuwine,Pony,11,9,6,17
1996-12-28,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",This Is For The Lover In You,21,18,6,10
1996-09-21,Adam Clayton & Larry Mullen,"Theme From Mission: Impossible (From ""Mission: Impossible"")",99,89,7,20
1996-05-25,George Michael,Jesus To A Child,97,93,7,14
1996-12-28,Whitney Houston,"I Believe In You And Me (From ""The Preacher's Wife"")",7,0,7,1
1996-06-08,Oasis,Wonderwall,74,69,8,20
1996-07-20,Busta Rhymes,Woo-Hah!! Got You All In Check/Everything Remains Raw,78,76,8,20
1996-08-03,Whitney Houston & CeCe Winans,"Count On Me (From ""Waiting To Exhale"")",66,61,8,20
1996-09-14,George Michael,Fastlove,100,87,8,19
1996-12-28,Barbra Streisand & Bryan Adams,"I Finally Found Someone (From ""The Mirror Has Two Faces"")",10,8,8,6
1996-12-21,Gin Blossoms,Follow You Down/Til I Hear It From You,44,45,9,46
1996-07-20,LL Cool J,Doin It,96,96,9,20
1996-10-19,Monica,Why I Love You So Much/Ain't Nobody,61,55,9,20
1996-12-28,Az Yet,"Last Night (From ""The Nutty Professor"")",16,16,9,19
1996-12-28,New Edition,I'm Still In Love With You,9,10,9,8
1996-07-13,D'Angelo,Lady,97,86,10,20
1996-07-27,MC Lyte Featuring Xscape,"Keep On, Keepin' On (From ""Sunset Park"")",67,53,10,20
1996-10-19,Metallica,Until It Sleeps,99,96,10,20
1996-12-21,Jewel,Who Will Save Your Soul,46,40,11,30
1996-06-22,Joe,"All The Things (Your Man Won't Do) (From ""Don't Be A Menace..."")",52,48,11,20
1996-12-28,Aaliyah,If Your Girl Only Knew,53,52,11,18
1996-12-28,Sheryl Crow,If It Makes You Happy,14,13,11,15
1996-05-04,The Beatles,Real Love,88,70,11,7
1996-11-09,Jann Arden,"Insensitive (From ""Bed Of Roses"")",42,39,12,40
1996-07-06,The Smashing Pumpkins,1979,47,46,12,22
1996-09-28,Total,Kissin' You,50,40,12,22
1996-12-07,OutKast,Elevators (Me & You),99,96,12,20
1996-12-28,Journey,When You Love A Woman,15,14,12,10
1996-11-02,La Bouche,Sweet Dreams,49,48,13,32
1996-12-07,112 Featuring The Notorious B.I.G.,Only You,50,47,13,28
1996-09-07,Hootie & The Blowfish,Old Man & Me (When I Get To Heaven),97,84,13,20
1996-09-21,Case Featuring Foxxy Brown,"Touch Me Tease Me (From ""The Nutty Professor"")",56,51,14,20
1996-12-28,John Mellencamp,Key West Intermezzo (I Saw You First),35,31,14,18
1996-12-28,Dishwalla,Counting Blue Cars,32,28,15,39
1996-07-20,BoDeans,"Closer To Free (From ""Party Of Five"")",57,55,16,20
1996-06-15,Deborah Cox,Who Do U Love,61,58,17,20
1996-06-22,Junior M.A.F.I.A. Featuring The Notorious B.I.G.,Get Money,40,31,17,20
1996-12-28,Mint Condition,What Kind Of Man Would I Be,19,19,17,17
1996-12-28,Seal,"Fly Like An Eagle (From ""Space Jam"")",17,17,17,2
1996-09-21,Crucial Conflict,Hay,100,88,18,20
1996-12-28,Dru Hill,"Tell Me (From ""Eddie"")",24,23,18,18
1996-12-28,Montell Jordan,Falling,22,20,18,13
1996-12-28,Madonna,"You Must Love Me (From ""Evita"")",28,30,18,7
1996-11-09,Maxi Priest Featuring Shaggy,That Girl,76,67,20,20
1996-12-28,Lil' Kim Featuring Puff Daddy,No Time,20,22,20,8
1996-09-28,Color Me Badd,"The Earth, The Sun, The Rain",45,42,21,22
1996-09-21,Robert Miles,Children,48,44,21,20
1996-12-28,Westside Connection,Bow Down,45,47,21,14
1996-06-29,Melissa Etheridge,I Want To Come Over,64,67,22,20
1996-12-14,Do Or Die (Featuring Twista),Po Pimp,52,45,22,20
1996-12-28,SWV,Use Your Heart,97,98,22,20
1996-09-14,Jodeci,Get On Up,91,88,22,18
1996-11-23,Los Del Rio,Macarena,50,49,23,21
1996-10-26,Natalie Merchant,Jealousy,52,48,23,20
1996-06-29,Chantay Savage,I Will Survive,95,82,24,20
1996-07-13,Nonchalant,5 O'Clock,100,85,24,20
1996-12-07,Garbage,Stupid Girl,88,81,24,20
1996-12-28,Bryan Adams,Let's Make A Night To Remember,42,35,24,18
1996-12-28,Amber,This Is Your Night,26,25,25,29
1996-12-28,"Brandy, Tamia, Gladys Knight & Chaka Khan","Missing You (From ""Set It Off"")",54,53,25,19
1996-11-02,LeAnn Rimes,Blue,74,70,26,20
1996-12-14,Whitney Houston,"Why Does It Hurt So Bad (From ""Waiting To Exhale"")",84,84,26,20
1996-12-28,Nas,Street Dreams,27,27,27,8
1996-06-08,Bush,Glycerine,89,81,28,20
1996-11-09,Montell Jordan Featuring Slick Rick,"I Like (From ""The Nutty Professor"")",99,88,28,20
1996-09-28,Coolio,"It's All The Way Live (Now) (From ""Eddie"")",96,95,29,18
1996-06-08,The Presidents Of The United States Of America,Peaches,99,94,29,14
1996-12-28,dc Talk,Between You And Me,29,29,29,7
1996-06-15,Ace Of Base,Lucky Love,88,82,30,17
1996-10-05,All-4-One,"Someday (From ""The Hunchback Of Notre Dame"")",93,82,30,15
1996-08-31,Michael Jackson,They Don't Care About Us,97,89,30,13
1996-12-28,Da Brat,Sittin' On Top Of The World,67,60,30,12
1996-12-28,Ghost Town DJ's,My Boo,38,34,31,26
1997-12-27,Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,40,37,1,29
1997-08-02,Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,47,42,1,28
1997-06-28,Spice Girls,Wannabe,45,38,1,23
1997-09-27,Hanson,MMMBop,50,43,1,22
1997-12-27,The Notorious B.I.G. Featuring Puff Daddy & Mase,Mo Money Mo Problems,30,30,1,22
1997-09-06,The Notorious B.I.G.,Hypnotize,80,60,1,20
1997-12-27,Mariah Carey,Honey,41,39,1,16
1997-12-27,Boyz II Men,4 Seasons Of Loneliness,24,19,1,14
1997-12-27,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight,1,1,1,12
1997-11-29,Mark Morrison,Return Of The Mack,49,46,2,40
1997-11-15,Meredith Brooks,Bitch,50,45,2,30
1997-12-27,LeAnn Rimes,How Do I Live,2,2,2,28
1997-12-27,Backstreet Boys,Quit Playing Games (With My Heart),26,26,2,27
1997-12-27,Usher,You Make Me Wanna...,3,3,2,19
1997-10-11,Spice Girls,Say You'll Be There,46,44,3,21
1997-10-11,Savage Garden,I Want You,48,50,4,33
1997-10-18,Monica,"For You I Will (From ""Space Jam"")",49,42,4,32
1997-12-27,Third Eye Blind,Semi-Charmed Life,25,25,4,26
1997-06-28,Dru Hill,In My Bed,44,41,4,25
1997-08-09,Celine Dion,All By Myself,82,85,4,20
1997-11-01,Bone Thugs-N-Harmony,"Look Into My Eyes (From ""Batman & Robin"")",89,82,4,20
1997-12-27,Spice Girls,2 Become 1,45,45,4,20
1997-12-27,Somethin' For The People Featuring Trina & Tamara,My Love Is The Shhh!,10,6,4,18
1997-12-27,Allure Featuring 112,All Cried Out,17,15,4,18
1997-12-27,LSG,My Body,6,4,4,9
1997-12-27,Janet,Together Again,4,9,4,2
1997-12-06,The Verve Pipe,The Freshmen,50,45,5,42
1997-12-27,Mase,Feel So Good,7,5,5,9
1997-12-27,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),Been Around The World,5,8,5,4
1997-07-26,Babyface,Every Time I Close My Eyes,48,48,6,26
1997-09-06,Rome,I Belong To You (Every Time I See Your Face),48,42,6,26
1997-11-29,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",Not Tonight,48,43,6,21
1997-12-27,Chumbawamba,Tubthumping,11,7,6,16
1997-12-06,Robyn,Do You Know (What It Takes),48,43,7,28
1997-12-27,Shawn Colvin,Sunny Came Home,46,47,7,25
1997-06-28,Foxy Brown Featuring Jay-Z,I'll Be,75,63,7,20
1997-09-27,Tim McGraw With Faith Hill,It's Your Love,55,52,7,20
1997-12-20,Dru Hill,Never Make A Promise,73,80,7,20
1997-12-06,Aqua,Barbie Girl,99,95,7,14
1997-12-27,Robyn,Show Me Love,8,10,7,7
1997-10-11,Az Yet Featuring Peter Cetera,Hard To Say I'm Sorry,49,43,8,34
1997-10-25,Changing Faces,G.H.E.T.T.O.U.T.,50,48,8,25
1997-08-30,Paula Cole,Where Have All The Cowboys Gone?,48,45,8,21
1997-06-07,Madonna,"Don't Cry For Me Argentina (From ""Evita"")",98,93,8,16
1997-11-29,R. Kelly,Gotham City,80,73,9,20
1997-12-27,Aaliyah,The One I Gave My Heart To,15,17,9,13
1997-12-27,Hanson,I Will Come To You,13,11,9,5
1997-12-27,Savage Garden,Truly Madly Deeply,9,12,9,4
1997-06-28,702,Get It Together,57,52,10,20
1997-08-23,B-Rock & The Bizz,My Baby Daddy,94,85,10,19
1997-05-03,U2,Discotheque,98,96,10,11
1997-12-27,Sister Hazel,All For You,34,29,11,25
1997-08-09,Sheryl Crow,Everyday Is A Winding Road,61,63,11,20
1997-12-27,98 Degrees,Invisible Man,44,42,12,25
1997-11-15,Coolio Featuring 40 Thevz,"C U When U Get There (From ""Nothing To Lose"")",80,72,12,20
1997-11-29,Magoo And Timbaland,Up Jumps Da Boogie,50,42,12,20
1997-05-31,Erykah Badu,On & On,100,80,12,19
1997-10-25,Scarface Featuring 2Pac & Johnny P,Smile,90,90,12,19
1997-12-27,"Missy ""Misdemeanor"" Elliott Featuring Da Brat",Sock It 2 Me,21,21,12,11
1997-12-27,Paula Cole,I Don't Want To Wait,14,14,12,9
1997-12-27,Boyz II Men,A Song For Mama,12,13,12,3
1997-09-06,112,Cupid,47,38,13,28
1997-12-27,Sarah McLachlan,Building A Mystery,36,33,13,17
1997-08-16,Freak Nasty,Da' Dip,48,45,15,33
1997-07-05,Whitney Houston,"Step By Step (From ""The Preacher's Wife"")",100,97,15,17
1997-12-27,Total,What About Us,28,27,16,18
1997-12-27,Next,Butta Love,19,16,16,17
1997-06-28,Da Brat Featuring T-Boz,Ghetto Love,99,94,16,15
1997-10-25,En Vogue,Whatever,100,100,16,15
1997-12-27,Dru Hill,We're Not Making Love No More,16,22,16,3
1997-12-27,Brian McKnight Featuring Mase,You Should Be Mine (Don't Waste Your Time),69,58,17,17
1997-07-12,Hev-D,Big Daddy,94,93,18,19
1997-12-27,Spice Girls,Spice Up Your Life,18,20,18,8
1997-08-09,Toni Braxton,I Love Me Some Him/I Don't Want To,48,50,19,20
1997-12-06,SWV (Featuring Puff Daddy),Someone,94,89,19,20
1997-07-26,Warren G,I Shot The Sheriff,100,86,20,19
1997-12-27,Uncle Sam,I Don't Ever Want To See You Again,20,24,20,8
1997-06-28,Montell Jordan,What's On Tonight,76,67,21,20
1997-09-13,Joe,"Don't Wanna Be A Player (From ""Booty Call"")",100,87,21,20
1997-12-13,Mr. President,Coco Jamboo,61,59,21,20
1997-06-07,No Mercy,Please Don't Go,89,90,21,18
1997-12-27,Fiona Apple,Criminal,31,28,21,13
1997-09-20,Tony Toni Tone,Thinking Of You,100,97,22,20
1997-10-04,Raybon Bros.,Butterfly Kisses,97,98,22,17
1997-08-09,White Town,Your Woman,56,52,23,20
1997-12-27,Milestone,I Care 'Bout You,49,41,23,18
1997-09-06,Trisha Yearwood,"How Do I Live (From ""Con Air"")",100,82,23,12
1997-12-27,Lisa Loeb,I Do,23,23,23,9
1997-10-18,Michael Bolton,"Go The Distance (From ""Hercules"")",74,73,24,20
1997-12-27,Mary J. Blige,Everything,47,46,24,14
1997-07-19,Ray J,"Let It Go (From ""Set It Off"")",78,83,25,20
1997-11-08,"10,000 Maniacs",More Than This,99,91,25,18
1997-12-27,Master P Featuring Pimp C And The Shocker,I Miss My Homies,55,53,25,17
1997-12-27,Shania Twain,Love Gets Me Every Time,53,50,25,12
1997-10-25,K-Ci & JoJo,You Bring Me Up,88,95,26,20
1997-08-23,U2,Staring At The Sun,97,93,26,18
1997-08-09,Real McCoy,One More Time,65,65,27,20
1997-12-27,Bone Thugs-N-Harmony,If I Could Teach The World,39,34,27,11
1997-12-27,Third Eye Blind,How's It Going To Be,27,31,27,4
1997-10-18,Bee Gees,Alone,97,89,28,20
1998-12-26,Next,Too Close,32,30,1,46
1998-11-28,K-Ci & JoJo,All My Life,42,45,1,36
1998-10-03,Will Smith,Gettin' Jiggy Wit It,47,44,1,32
1998-11-28,Brandy & Monica,The Boy Is Mine,31,30,1,27
1998-06-27,Usher,Nice & Slow,45,40,1,23
1998-07-11,Celine Dion,My Heart Will Go On,53,51,1,20
1998-09-19,Mariah Carey,My All,51,51,1,20
1998-12-26,Monica,The First Night,19,17,1,20
1998-12-26,Aerosmith,I Don't Want To Miss A Thing,72,60,1,17
1998-12-26,Divine,Lately,3,3,1,16
1998-12-26,Barenaked Ladies,One Week,27,25,1,13
1998-12-26,Lauryn Hill,Doo Wop (That Thing),7,5,1,7
1998-12-26,R. Kelly & Celine Dion,I'm Your Angel,1,1,1,4
1998-11-28,Shania Twain,You're Still The One,23,24,2,42
1998-11-28,Usher,My Way,36,31,2,24
1998-07-25,Montell Jordan Feat. Master P & Silkk The Shocker,Let's Ride,43,34,2,21
1998-08-01,Madonna,Frozen,56,62,2,20
1998-12-26,Deborah Cox,Nobody's Supposed To Be Here,2,2,2,13
1998-11-28,Sarah McLachlan,Adia,24,27,3,27
1998-12-19,Jennifer Paige,Crush,32,29,3,25
1998-10-03,Janet Featuring BLACKstreet,I Get Lonely,76,67,3,20
1998-12-26,98 Degrees,Because Of You,6,6,3,13
1998-12-26,Dru Hill Featuring Redman,How Deep Is Your Love,23,18,3,12
1998-09-12,Backstreet Boys,Everybody [Backstreet's Back],50,45,4,22
1998-11-07,Puff Daddy Featuring Jimmy Page,Come With Me,74,67,4,20
1998-11-28,All Saints,Never Ever,22,22,4,19
1998-12-26,Shania Twain,From This Moment On,4,4,4,4
1998-11-28,"Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha",Make It Hot,35,38,5,23
1998-07-18,Public Announcement,Body Bumpin' Yippie-Yi-Yo,46,34,5,22
1998-11-21,Madonna,Ray Of Light,71,63,5,20
1998-12-26,Edwin McCain,I'll Be,22,22,5,14
1998-12-26,Britney Spears,...Baby One More Time,5,8,5,6
1998-07-11,Mase Featuring Total,What You Want,50,47,6,24
1998-06-27,Sylk-E. Fyne Featuring Chill,Romeo And Juliet,60,51,6,20
1998-07-25,Mya & Sisqo,It's All About Me,56,51,6,20
1998-11-28,Tatyana Ali,Daydreamin',47,36,6,17
1998-12-05,Inoj,Time After Time,97,37,6,16
1998-12-26,Faith Hill,This Kiss,14,13,7,41
1998-08-29,Jon B,They Don't Know,42,38,7,31
1998-06-20,Wyclef Jean,Gone Till November,50,46,7,20
1998-09-12,Xscape,The Arms Of The One Who Loves You,99,87,7,20
1998-12-26,Faith Evans,Love Like This,8,7,7,7
1998-10-17,Marcy Playground,Sex And Candy,50,49,8,28
1998-11-28,Mase Featuring Puff Daddy,Lookin' At Me,50,51,8,19
1998-12-26,Shawn Mullins,Lullaby,10,9,8,4
1998-12-26,Monifah,Touch It,33,29,9,21
1998-06-27,Spice Girls,Too Much,89,87,9,20
1998-05-16,Busta Rhymes,Dangerous,96,99,9,19
1998-12-26,Xscape,My Little Secret,89,70,9,10
1998-12-26,Brandy,Have You Ever?,9,10,9,4
1998-12-26,Goo Goo Dolls,Iris,18,14,9,4
1998-10-31,Voices Of Theory,Say It,44,42,10,31
1998-11-28,Five,When The Lights Go Out,34,28,10,26
1998-09-19,Busta Rhymes,Turn It Up [Remix]/Fire It Up,73,73,10,20
1998-11-28,Ace Of Base,Cruel Summer,72,69,10,20
1998-12-26,Madonna,The Power Of Good-Bye,41,31,11,11
1998-12-26,Total Featuring Missy Elliott,Trippin',12,11,11,8
1998-12-26,Spice Girls,Goodbye,11,0,11,1
1998-08-08,The Verve,Bitter Sweet Symphony,77,74,12,20
1998-11-28,Kelly Price,Friend Of Mine,55,55,12,20
1998-12-19,Gerald Levert,Thinkin' Bout It,97,100,12,16
1998-12-26,TQ,Westside,61,57,12,13
1998-12-26,Keith Sweat Featuring Snoop Dogg,Come And Get With Me,62,61,12,10
1998-12-26,Eagle-Eye Cherry,Save Tonight,13,12,12,4
1998-08-15,'N Sync,I Want You Back,49,43,13,24
1998-06-20,Jimmy Ray,Are You Jimmy Ray?,96,83,13,18
1998-12-19,Next,I Still Love You,64,54,14,20
1998-11-28,Montell Jordan,I Can Do That,43,40,14,16
1998-11-14,Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,Ghetto Supastar (That Is What You Are),50,50,15,21
1998-12-26,Jewel,Hands,15,16,15,4
1998-12-26,Third Eye Blind,Jumper,16,15,15,4
1998-08-01,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",Make Em' Say Uhh!,46,40,16,27
1998-08-22,Master P Featuring Sons Of Funk,I Got The Hook Up!,55,46,16,20
1998-10-24,Spice Girls,Stop,98,85,16,19
1998-08-15,The Lox [Featuring DMX & Lil' Kim],"Money, Power & Respect",100,96,17,20
1998-12-26,112 Featuring Mase,Love Me,21,24,17,10
1998-12-26,Goo Goo Dolls,Slide,17,19,17,4
1998-12-26,Alanis Morissette,Thank U,26,23,17,4
1998-09-26,LeAnn Rimes,Looking Through Your Eyes,48,44,18,24
1998-07-18,Loreena McKennitt,The Mummers' Dance,96,90,18,20
1998-11-07,Nate Dogg Featuring Warren G,Nobody Does It Better,95,98,18,18
1998-05-16,LL Cool J,Father,94,95,18,16
1998-08-01,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,Victory,72,74,19,20
1998-11-28,Snoop Dogg,Still A G Thang,51,44,19,13
1998-12-26,Jay-Z Featuring Amil (Of Major Coinz) & Ja,Can I Get A...,20,21,20,13
1998-11-28,Will Smith,Just The Two Of Us,33,32,20,8
1998-12-26,Sheryl Crow,My Favorite Mistake,24,20,20,4
1998-07-18,2Pac Featuring Eric Williams,Do For Love,98,82,21,18
1998-05-09,Pearl Jam,Given To Fly,96,90,21,16
1998-12-26,Aaliyah,Are You That Somebody?,29,26,21,4
1998-10-10,Link,Whatcha Gone Do?,97,91,23,19
1998-11-28,Jagged Edge,Gotta Be,99,99,23,16
1998-11-14,Big Punisher Featuring Joe,Still Not A Player,49,44,24,23
1998-06-20,INOJ/LATHUN,Love You Down,64,61,25,20
1998-10-10,Imajin Featuring Keith Murray,Shorty (You Keep Playin' With My Mind),85,84,25,20
1998-06-27,SWV,Rain,97,97,25,14
1998-12-26,BLACKstreet & Mya Featuring Mase & Blinky Blink,Take Me There,25,27,25,4
1998-08-08,Luke Featuring No Good But So Good,Raise The Roof,64,54,26,20
1998-11-07,Cleopatra,Cleopatra's Theme,99,86,26,19
1998-07-11,Aretha Franklin,A Rose Is Still A Rose,99,87,26,18
1999-08-28,TLC,No Scrubs,46,42,1,28
1999-12-25,TLC,Unpretty,20,15,1,27
1999-10-30,Jennifer Lopez,If You Had My Love,50,46,1,25
1999-12-18,Christina Aguilera,Genie In A Bottle,45,32,1,25
1999-12-25,Santana Featuring Rob Thomas,Smooth,1,1,1,22
1999-08-28,Ricky Martin,Livin' La Vida Loca,55,44,1,20
1999-10-30,Destiny's Child,"Bills, Bills, Bills",61,44,1,20
1999-11-20,Enrique Iglesias,Bailamos,65,52,1,20
1999-09-11,Will Smith Featuring Dru Hill & Kool Mo Dee,Wild Wild West,92,68,1,17
1999-12-25,Mariah Carey Featuring Jay-Z,Heartbreaker,51,41,1,17
1999-10-16,Pearl Jam,Last Kiss,46,42,2,21
1999-10-09,K-Ci & JoJo,Tell Me It's Real,47,36,2,20
1999-12-18,Ricky Martin,She's All I Ever Had,74,73,2,20
1999-12-25,Brian McKnight,Back At One,2,2,2,18
1999-12-25,'N Sync & Gloria Estefan,Music Of My Heart,85,86,2,17
1999-12-25,Puff Daddy Featuring R. Kelly,Satisfy You,32,19,2,14
1999-08-07,Sugar Ray,Every Morning,48,38,3,31
1999-07-24,Busta Rhymes Featuring Janet,What's It Gonna Be?!,93,89,3,20
1999-12-25,Lou Bega,Mambo No. 5 (A Little Bit Of...),18,13,3,18
1999-11-06,LFO,Summer Girls,97,87,3,17
1999-12-25,Marc Anthony,I Need To Know,6,6,3,16
1999-12-25,Jessica Simpson,I Wanna Love You Forever,3,3,3,11
1999-12-25,702,Where My Girls At?,19,17,4,35
1999-12-11,Smash Mouth,All Star,50,36,4,30
1999-09-25,Maxwell,Fortunate,37,40,4,25
1999-06-19,Mariah Carey,I Still Believe,79,68,4,20
1999-09-18,Whitney Houston,It's Not Right But It's Okay,41,40,4,20
1999-12-25,Savage Garden,I Knew I Loved You,4,4,4,10
1999-09-04,98 Degrees,The Hardest Thing,45,38,5,24
1999-06-19,Backstreet Boys,All I Have To Give,50,34,5,21
1999-09-04,JT Money Featuring Sole,Who Dat,99,98,5,20
1999-12-25,Whitney Houston,My Love Is Your Love,5,5,5,17
